year,Top decile as % median - Gross individual earnings
1982.0,182.1
1983.0,186.2
1984.0,189.6
1985.0,196.3
1986.0,202.2
1987.0,206.4
1988.0,205.7
1989.0,209.8
1991.0,216.7
1992.0,223.4
1993.0,226.4
1994.0,232.2
1995.0,233.8
1996.0,237.4
1997.0,238.3
1998.0,238.9
1999.0,240.1
2000.0,251.6
2002.0,254.1
2006.0,278.3
2010.0,274.0
2014.0,258.4
2018.0,243.6
